0cb9b9cf-3f4b-4061-9608-9f965f202b85,91691293,-0.12605673904012804
105953415,69886510,0.23444267247301998
120018046,120018307,0.2892325216922156
120018038,34130604,0.3242525652114796
120018055,91690129,0.19972877901974195
120018072,34130604,0.45336639987454724
120018079,120018459,0.4210180112476648
34127844,34130604,0.39660309411489486
34130613,120018084,0.264220722056696
120018092,91691293,0.3434717412963285
34131552,120018133,0.3148301912381833
120018103,34126002,0.24897709179274466
120018106,34130604,0.47808966959176347
34132539,86275133,0.2425149026301333
34133487,86275133,0.13783801028443896
120018136,34130604,0.41446551882817984
120017997,34126002,0.3511012652429153
120018025,45722930,0.2675311073025736
120018061,91691293,0.35318705022484886
120018073,91690129,0.4363189069915847
120018078,120018074,0.22639907505589085
120018120,91691293,0.3713578275225802
120018130,91690341,0.15686556726323905
120018204,32672122,0.33549421943300933
120018220,120020199,0.1306754202514423
120018233,120018074,0.1100598474627435
120018346,139269431,0.1759195544635631
120018493,45730390,0.5021411711785786
120018510,91684663,0.3387737694204424
120019016,120019294,0.20059877381157273
120019024,155445200,0.4502674564008614
120019246,120017988,0.4089416025296695
120019661,120019294,0.14538824356645383
120019716,91683191,0.13652751180054196
120019732,155445200,0.404527755535166
120019932,58125473,0.41753362704342095
120020090,91683191,0.056144398072299276
120020236,32672122,0.4840783172854035
120020567,120018307,0.3942728295838646
120020798,91595523,0.28420417204727977
120018088,34119747,0.5674304258981726
120019354,143398250,0.3518258938163642
121622394,139269431,0.3354501690638027
129225129,155635994,0.25662643840547444
143249294,143249192,0.3139315637063682
143251029,121623043,0.2965713132020387
69886284,120018133,0.391268594403973
69886444,120018114,0.22162621755235343
70332035,120020199,nan
143250615,143249864,0.3638516446097719
143418975,120020836,0.3729546534063202
109981506,143249864,0.30683064419026085
155636695,81002103,0.3216646060205906
155637270,45722930,0.3355536874314383
167258106,120018211,0.3698513048957138
45337659,120018459,0.2686301640142788
120018226,91684663,0.3785072024448148
91597267,120018459,0.5724081176185208
34126579,34126002,0.45325186891460995
34127389,34126002,0.23742928750522888
34127672,91690341,0.3123479529333902
34127918,34126002,0.49919420147865573
34128205,34126002,0.48907583167189483
34128651,34126002,0.23155296825306557
34130818,91691293,0.38356858986665565
34130988,120018459,0.4466112757567118
34131145,91690341,0.14739694040227577
34132376,120018074,0.42866956037885484
37647805,34126002,0.3769257941902971
45365491,34131278,0.5252125520505466
45364805,34126002,0.20003933412264865
45730422,32672122,0.3361395573418864
58125641,143249864,0.2881753128312567
58125935,143249864,-0.042497593692087964
58125937,121623043,0.15474894702286088
58126057,120018133,0.09814862762927307
58126421,143249192,0.152993539809977
68840139,91688775,0.29233366768436175
69884058,143249413,0.35496007758541537
70331641,120018133,0.42738549211648186
72863203,143249864,0.2416603254675249
81642813,34130604,0.17592616201894412
91595057,34126002,0.3171692658430549
91595175,34126002,0.3666158052774874
91595755,91690341,0.24368443993256908
91596049,120018074,0.27692484853588556
91684103,32672122,0.35964263183207923
91689407,34126002,0.38056875972368476
91691299,91690341,0.3767804279719153
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},91683191,-0.16407441018390262
