id,rmse
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},1.693493450813877
0cb9b9cf-3f4b-4061-9608-9f965f202b85,3.558455648175197
0E445706-1F3E-47FA-8A83-D38E2C953307,3.2221817699445654
105953415,2.2658412663543714
105954753,4.29928687320616
120017988,2.6705224694190064
120017989,2.327098220203984
120017997,3.664035392128615
120018006,6.188810943686482
120018018,3.4519061153041757
120018022,3.330528841510359
120018025,2.497275891706712
120018061,2.5320892969916895
120018070,7.305907114683652
120018073,2.5952103608320716
120018078,2.9344812521883594
120018089,2.7518337287437813
120018090,2.104063023824373
120018094,5.759703612194497
120018102,4.760740395715877
120018107,3.220475884145667
120018108,5.430740199105952
120018120,3.4782230380642054
120018123,1.9254860422356255
120018126,3.3390084761481527
120018129,3.9355424771632483
120018130,3.8068051337255873
120018131,1.7905654332853858
120018132,2.9691701018355383
120018146,3.055285349656436
120018204,3.5908119140026393
120018212,1.959876967339726
120018220,2.7469948343354322
120018233,2.7632076020630336
120018307,4.287500785925889
120018345,3.968529979206766
120018346,2.650130266605069
120018364,4.596698297164137
120018379,1.826739625145765
120018459,4.463077086514706
120018493,3.665467230186467
120018510,2.2439149509606717
120018590,2.8831066095585802
120019016,1.7393002215477649
120019024,3.034317586127799
120019246,2.3960201954873948
120019294,1.8059279398943964
120019371,3.39265801594408
120019513,2.686807709655965
120019636,3.2622872784051404
120019638,3.2385907793080104
120019661,2.788684653240113
120019704,5.302679460921664
120019716,2.4295146341712868
120019732,3.931406690654659
120019749,3.111156844818572
120019932,4.533508439640701
120020090,2.3771768071477037
120020203,4.718592029076122
120020204,1.957667147111946
120020206,2.8163132464828027
120020208,4.659669928696099
120020210,5.07013180294084
120020211,2.297380039351297
120020217,3.3335746763057332
120020218,2.65338073594313
120020226,2.6231357258379084
120020236,3.5076378141950677
120020240,3.3148385186957094
120020334,4.5929897147225995
120020343,3.1331849904285196
120020354,3.396394741480091
120020367,3.224056773305753
120020373,4.639518044449893
120020374,3.54747460789521
120020383,1.973393671601691
120020402,4.707567216383379
120020567,4.341452038623583
120020798,2.6465714340867956
120020805,2.6703295348843494
120020836,2.8610819522117055
120020844,3.2859894354629198
121622394,4.634944547990981
121622699,6.6122215920590435
121623043,3.598195413591774
121623126,3.976385540421652
121839184,1.3203139985393857
121860894,5.844508168932284
123271064,3.874024141396039
126212479,3.1911277270492686
129225129,3.3703330944679983
137059882,3.2975913382464017
143249192,2.4367879899528417
143249413,2.626661748330392
143250615,5.3795654303068705
143396594,6.216396778914154
143398250,5.370769760900592
143416561,3.0519403897266844
143418891,2.4969322878346425
143418975,2.8784014347783935
151949699,2.114435884662936
152335372,1.6196581149081262
155442829,4.260350396626116
155445200,3.1079548028477326
155635994,1.59166160304417
155636695,3.669879443390096
155637270,2.2678621072905467
166867866,3.1794692995641762
166868528,1.7427485408373011
166870310,1.4279975190406666
166870380,4.962789882503191
167256799,3.384307248137553
167256807,3.662640623723891
167258106,2.8401552065137103
34119718,5.116261509331555
34119747,2.8081153083027077
34124239,5.056367656995908
34125449,3.0383042048562743
34126002,3.3265682796968123
34126579,6.8277249198159895
34127389,3.472295809193652
34127672,3.9871619884801506
34127708,3.6762124480942693
34127918,3.009052712169708
34127966,3.701678144695956
34128205,2.2699867735182346
34128651,9.861034655561454
34130489,3.3960640255657935
34130818,3.6149000754725797
34130988,3.048750310867421
34131145,1.690940844917433
34131191,3.673546034389082
34131278,2.98161071673481
34131807,4.848284100208457
34132376,2.758240319256977
34133814,3.4193631103098285
34243470,1.7241453080606253
37647805,5.599585646387737
37648257,3.617785496760316
37648633,3.3369713483674275
37648749,5.037111407969076
37649149,2.8759120029603964
45337711,4.16009316512989
45364805,3.498461373431356
45385910,1.742997888853151
45722930,2.2392495727084345
45728298,4.3274273715978016
45730390,3.8495120168347428
45730422,3.3564260601826117
47726570,1.8060059346169985
58124875,4.075262992674011
58125473,2.8988160380308723
58125641,2.9548178947753443
58125935,3.21940120822427
58125937,3.0883137302437746
58126057,3.540609993573032
58126421,3.7213844840074595
68840139,5.866909907096099
69884058,4.444692894147566
70331641,4.834350143100116
70332223,3.274269233381566
70334209,1.5250360656027724
70334219,3.4623579754020777
72862895,2.547094907349586
72863203,1.7630988299874457
74924599,7.678057237256909
75474779,1.6877689301425132
75653667,2.4652494828219584
75654673,1.853901702020877
80005045,2.0432368280444853
81002103,2.132752991097314
81642813,2.6098157927609034
86274695,3.1244227309692496
86274749,2.604772657987967
86274823,5.26399918327885
86275133,2.0986836302140386
86275195,2.417684276964975
91593827,2.1236086215762
91594687,3.696647339283831
91594827,2.9127356650653615
91595057,2.6485389548665186
91595175,2.1143097384084624
91595509,6.094013484437208
91595523,4.0429842372661104
91595755,3.2114538865374724
91595845,2.7407615431551124
91596049,3.7004429774748964
91683191,2.429930406005296
91684103,2.949451886837443
91684663,6.469285522890186
91684979,1.924801567529936
91685209,1.8220000186096494
91685475,3.9637393726768857
91687083,2.8460814560024144
91687843,3.20616228527374
91688409,3.8292856403369817
91688775,7.690651384939475
91689407,2.8897671145898203
91690129,2.606582777682312
91690341,2.960119103518894
91691293,3.123401236621111
91691299,4.750769761704376
91691877,2.7098514497740527
91692521,3.3811806105329967
1097324,2.8214286145923766
1099052,2.7048322388386983
1099136,2.467768842210032
1099172,3.9291686735177542
1099240,4.833624961089736
1099282,2.6300085500706065
1099420,3.8741069184203805
1099430,3.1748632110909156
1099432,2.153108497687356
1099450,3.624064470004925
1099476,3.6068358881552833
1099526,3.9638745929766386
1100962,2.2387465005903837
1101504,3.2556318140552087
1101506,3.5168359802033784
1101544,3.5663599764929326
1101590,4.511946735510242
1101616,2.692923006166843
1101636,2.8559175071145333
1101684,2.395932207180327
1101754,2.576115171615309
1101778,4.973679100905013
1101812,4.523323951428577
1101864,1.8745727592496297
1101938,2.4201762535792595
1101942,2.299614682265559
1102086,3.0047521986103702
1102088,2.971418269414098
1102284,4.779962244236072
1102366,3.2396464773958957
2349188,2.773322368105256
2349198,2.913091240355169
2353946,3.7413358849518676
2384584,3.677109900063439
2384766,4.144842483476212
2385444,3.341250306820918
2385496,3.667251371946731
2385648,3.569934526297675
2647582,1.856217043596559
2648034,4.291821492240774
2723765,1.9716168913074026
2723803,3.1238764235276917
2723871,2.154005677910374
4250586,3.2084503200518637
4250588,3.3359551892308694
9022741,1.7289560644109088
10596466,3.302921692260708
12160852,1.5080404167101287
12162854,3.325423571849861
13290898,2.302509026709609
13293262,2.67709987989528
13294464,2.6780547947176663
13294928,3.4164242105935743
13343906,1.8376140139020036
13344056,2.617652930572921
13344170,1.9225204145735157
13344210,1.6153905305543164
13344284,2.132725673597073
13393533,2.7751467431569092
13393567,1.5046273040683282
13631637,3.838560223917987
14783883,2.561722809197543
120051922,1.8506500845643907
120052022,3.089540638210196
120052233,4.674055134490769
120052351,2.568867066209548
120052587,2.9322896681361663
120053694,2.9073188384220665
