{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},False,True,False,False
0cb9b9cf-3f4b-4061-9608-9f965f202b85,False,False,False,False
0E445706-1F3E-47FA-8A83-D38E2C953307,True,False,False,False
105953415,False,False,False,False
105954753,False,False,False,False
120017988,False,False,False,False
120017989,False,False,False,False
120017997,False,True,False,False
120018006,False,True,False,False
120018018,False,True,False,False
120018022,False,False,False,False
120018025,False,False,False,False
120018061,False,False,False,False
120018070,False,True,False,False
120018073,False,False,False,False
120018078,False,True,False,False
120018089,False,False,False,False
120018090,False,True,False,False
120018094,False,True,False,False
120018102,False,False,False,False
120018107,False,False,False,False
120018108,False,True,False,False
120018120,False,False,False,False
120018123,False,False,False,False
120018126,False,False,False,False
120018129,False,False,False,False
120018130,False,False,False,True
120018131,False,False,False,False
120018132,False,False,False,False
120018146,False,False,False,False
120018204,False,False,False,False
120018212,False,False,False,False
120018220,False,False,False,False
120018233,False,True,False,False
120018307,False,False,False,False
120018345,False,False,False,False
120018346,False,False,False,False
120018364,False,False,False,False
120018379,False,True,False,False
120018459,False,False,False,False
120018493,False,False,False,False
120018510,False,False,False,False
120018590,False,False,False,False
120019016,True,False,False,False
120019024,False,False,False,False
120019246,False,False,False,False
120019294,False,False,False,False
120019371,False,False,False,False
120019513,False,False,False,False
120019636,False,False,False,False
120019638,True,False,False,False
120019661,False,False,False,False
120019704,False,False,False,False
120019716,False,False,False,False
120019732,False,False,False,False
120019749,False,False,False,False
120019932,False,False,False,False
120020090,False,True,False,False
120020203,False,False,False,False
120020204,False,False,False,False
120020206,False,False,False,False
120020208,False,False,False,False
120020210,False,True,False,False
120020211,False,False,False,False
120020217,False,False,False,True
120020218,False,False,False,False
120020226,False,True,False,False
120020236,False,True,False,False
120020240,False,False,False,False
120020334,False,False,False,False
120020343,False,False,False,False
120020354,False,False,False,False
120020367,False,False,False,False
120020373,False,False,False,False
120020374,False,False,False,False
120020383,False,False,False,False
120020402,False,False,False,False
120020567,False,False,False,False
120020798,False,False,False,False
120020805,False,False,False,False
120020836,False,False,False,False
120020844,False,True,False,False
121622394,False,False,False,False
121622699,False,False,False,False
121623043,False,False,False,False
121623126,False,False,False,False
121839184,False,False,False,False
121860894,False,False,False,False
123271064,False,False,False,False
126212479,False,True,False,False
129225129,False,False,False,False
137059882,False,True,False,False
143249192,False,False,False,False
143249413,False,False,False,False
143250615,False,False,False,False
143396594,False,True,False,False
143398250,False,True,False,False
143416561,False,False,False,False
143418891,False,False,False,False
143418975,False,False,False,False
151949699,False,False,False,False
152335372,False,False,False,False
155442829,False,False,False,False
155445200,True,False,False,False
155635994,False,False,False,False
155636695,False,False,False,False
155637270,False,False,False,False
166867866,True,False,False,False
166868528,True,False,False,False
166870310,False,False,False,False
166870380,False,False,False,False
167256799,False,False,False,False
167256807,False,False,False,False
167258106,False,False,False,False
34119718,False,True,False,False
34119747,False,False,False,False
34124239,False,True,False,False
34125449,False,False,False,False
34126002,False,False,False,False
34126579,False,True,False,False
34127389,False,False,False,False
34127672,False,False,False,False
34127708,False,False,False,False
34127918,False,False,False,True
34127966,False,False,False,False
34128205,False,False,False,False
34128651,False,True,False,False
34130489,False,True,False,False
34130818,False,False,False,False
34130988,False,False,False,False
34131145,False,False,False,False
34131191,False,False,False,True
34131278,False,False,False,False
34131807,False,False,False,True
34132376,False,False,False,False
34133814,False,False,False,True
34243470,False,False,False,False
37647805,False,True,False,True
37648257,False,True,False,False
37648633,False,False,False,False
37648749,False,False,False,True
37649149,False,False,False,False
45337711,False,False,False,True
45364805,False,False,False,False
45385910,False,False,False,False
45722930,False,False,False,False
45728298,False,False,False,False
45730390,False,False,False,False
45730422,False,False,False,False
47726570,False,False,False,False
58124875,False,False,False,False
58125473,False,False,False,False
58125641,False,False,False,False
58125935,False,True,False,False
58125937,False,False,False,False
58126057,False,False,False,False
58126421,False,False,False,False
68840139,False,False,False,False
69884058,False,False,False,False
70331641,False,False,False,False
70332223,False,False,False,False
70334209,False,False,False,False
70334219,False,False,False,False
72862895,False,False,False,False
72863203,False,False,False,False
74924599,False,False,False,False
75474779,False,False,False,False
75653667,False,False,False,False
75654673,False,False,False,False
80005045,False,False,False,False
81002103,False,False,False,False
81642813,False,False,False,False
86274695,False,False,False,False
86274749,False,True,False,False
86274823,False,False,False,False
86275133,False,False,False,False
86275195,False,False,False,False
91593827,False,False,False,False
91594687,False,True,False,False
91594827,False,True,False,False
91595057,False,True,False,False
91595175,False,False,False,True
91595509,False,False,False,True
91595523,False,True,False,True
91595755,False,False,False,False
91595845,False,False,False,True
91596049,False,True,False,False
91683191,False,True,False,False
91684103,False,False,False,False
91684663,False,False,False,False
91684979,False,False,False,False
91685209,False,False,False,False
91685475,False,False,False,False
91687083,False,True,False,False
91687843,False,True,False,False
91688409,False,False,False,False
91688775,False,True,False,False
91689407,False,True,False,False
91690129,False,True,False,False
91690341,False,False,False,True
91691293,False,True,False,False
91691299,False,False,False,False
91691877,True,False,False,False
91692521,False,False,False,False
1097324,False,False,False,False
1099052,False,False,False,False
1099136,False,False,False,False
1099172,False,False,False,False
1099240,False,False,False,False
1099282,False,False,False,False
1099420,False,False,False,False
1099430,False,False,False,False
1099432,False,False,False,False
1099450,False,False,False,False
1099476,False,False,False,False
1099526,False,False,False,False
1100962,False,False,False,False
1101504,False,False,False,False
1101506,False,False,False,False
1101544,False,False,False,False
1101590,False,False,False,False
1101616,False,False,False,False
1101636,False,False,False,False
1101684,False,False,False,False
1101754,False,False,False,False
1101778,False,False,False,False
1101812,False,False,False,False
1101864,False,False,False,False
1101938,False,False,False,False
1101942,False,False,False,False
1102086,False,False,False,False
1102088,False,False,False,False
1102284,False,False,False,False
1102366,False,False,False,False
2349188,False,False,False,False
2349198,False,False,False,False
2353946,False,False,False,False
2384584,False,False,False,False
2384766,False,False,False,False
2385444,False,False,False,False
2385496,False,False,False,False
2385648,False,False,False,False
2647582,False,False,False,False
2648034,False,False,False,False
2723765,False,False,False,False
2723803,False,False,False,False
2723871,False,False,False,False
4250586,False,False,False,False
4250588,False,False,False,False
9022741,False,False,False,False
10596466,False,False,False,False
12160852,False,False,False,False
12162854,False,False,False,False
13290898,False,False,False,False
13293262,False,False,False,False
13294464,False,False,False,False
13294928,False,False,False,False
13343906,True,False,False,False
13344056,False,False,False,False
13344170,False,False,False,False
13344210,False,False,False,False
13344284,False,False,False,False
13393533,False,False,False,False
13393567,False,False,False,False
13631637,False,False,False,False
14783883,False,False,False,False
120051922,False,False,False,False
120052022,False,False,False,False
120052233,True,False,False,False
120052351,False,False,False,False
120052587,False,False,False,False
120053694,False,False,False,False
