{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},False
0cb9b9cf-3f4b-4061-9608-9f965f202b85,True
0E445706-1F3E-47FA-8A83-D38E2C953307,True
105953415,False
105954753,False
120017988,True
120017989,False
120017997,False
120018006,False
120018018,False
120018022,True
120018025,False
120018061,True
120018070,False
120018073,True
120018078,False
120018089,True
120018090,False
120018094,False
120018102,True
120018107,True
120018108,True
120018120,True
120018123,True
120018126,True
120018129,False
120018130,True
120018131,True
120018132,True
120018146,True
120018204,True
120018212,True
120018220,False
120018233,False
120018307,True
120018345,False
120018346,False
120018364,True
120018379,False
120018459,True
120018493,True
120018510,True
120018590,True
120019016,True
120019024,False
120019246,False
120019294,False
120019371,False
120019513,False
120019636,True
120019638,True
120019661,True
120019704,False
120019716,False
120019732,False
120019749,True
120019932,True
120020090,False
120020203,True
120020204,True
120020206,False
120020208,True
120020210,True
120020211,True
120020217,False
120020218,True
120020226,False
120020236,False
120020240,True
120020334,True
120020343,False
120020354,True
120020367,False
120020373,True
120020374,True
120020383,True
120020402,True
120020567,True
120020798,False
120020805,True
120020836,True
120020844,False
121622394,True
121622699,True
121623043,True
121623126,True
121839184,False
121860894,True
123271064,True
126212479,False
129225129,True
137059882,False
143249192,True
143249413,True
143250615,True
143396594,False
143398250,False
143416561,False
143418891,False
143418975,False
151949699,False
152335372,True
155442829,False
155445200,True
155635994,True
155636695,True
155637270,True
166867866,True
166868528,False
166870310,False
166870380,False
167256799,True
167256807,True
167258106,True
34119718,False
34119747,True
34124239,False
34125449,False
34126002,True
34126579,False
34127389,True
34127672,True
34127708,True
34127918,True
34127966,False
34128205,False
34128651,False
34130489,False
34130818,True
34130988,True
34131145,True
34131191,False
34131278,True
34131807,True
34132376,True
34133814,True
34243470,False
37647805,False
37648257,False
37648633,True
37648749,True
37649149,False
45337711,True
45364805,True
45385910,False
45722930,True
45728298,True
45730390,True
45730422,True
47726570,True
58124875,False
58125473,False
58125641,False
58125935,False
58125937,False
58126057,False
58126421,False
68840139,True
69884058,True
70331641,True
70332223,False
70334209,False
70334219,False
72862895,True
72863203,True
74924599,True
75474779,True
75653667,True
75654673,False
80005045,True
81002103,False
81642813,True
86274695,True
86274749,False
86274823,True
86275133,True
86275195,True
91593827,True
91594687,False
91594827,True
91595057,True
91595175,True
91595509,True
91595523,True
91595755,True
91595845,True
91596049,False
91683191,False
91684103,False
91684663,True
91684979,True
91685209,True
91685475,True
91687083,False
91687843,False
91688409,True
91688775,False
91689407,False
91690129,False
91690341,True
91691293,False
91691299,False
91691877,True
91692521,False
1097324,True
1099052,True
1099136,True
1099172,True
1099240,True
1099282,True
1099420,True
1099430,True
1099432,True
1099450,True
1099476,True
1099526,True
1100962,True
1101504,True
1101506,True
1101544,True
1101590,True
1101616,True
1101636,True
1101684,True
1101754,True
1101778,False
1101812,True
1101864,True
1101938,True
1101942,True
1102086,True
1102088,True
1102284,True
1102366,True
2349188,True
2349198,True
2353946,True
2384584,True
2384766,True
2385444,True
2385496,True
2385648,True
2647582,True
2648034,True
2723765,True
2723803,True
2723871,True
4250586,True
4250588,True
9022741,True
10596466,True
12160852,True
12162854,True
13290898,True
13293262,True
13294464,True
13294928,True
13343906,True
13344056,True
13344170,True
13344210,True
13344284,True
13393533,True
13393567,True
13631637,True
14783883,True
120051922,True
120052022,True
120052233,True
120052351,True
120052587,True
120053694,True
